trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
363,False,"{'a': 0.7, 'e': 7.5890383929452295e-06}",20,10,15.375009084725825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 7.547397657287767e-06}",20,13,12.258734659737252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 7.5060987051979735e-06}",20,0,29.80565671728487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.7, 'e': 7.465137806443907e-06}",25,14,24.09833494602165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 7.4245112815448925e-06}",30,0,37.11545827997546,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
368,False,"{'a': 0.7, 'e': 7.38421550094518e-06}",25,14,22.349967099305335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.7, 'e': 7.344246884203259e-06}",20,12,10.302681997427715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.7, 'e': 7.3046018991964936e-06}",25,9,34.47597900028918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.7, 'e': 7.2652770613407345e-06}",30,15,27.314662998358276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.7, 'e': 7.226268932824604e-06}",20,13,15.417312665386085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.7, 'e': 7.187574121858132e-06}",20,0,29.616286816726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.7, 'e': 7.149189281935428e-06}",20,16,7.511028144934709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7, 'e': 7.111111111111111e-06}",20,6,27.13906620133585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.7, 'e': 7.0733363512901765e-06}",20,16,7.181773964398428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.7, 'e': 7.035861787531046e-06}",25,15,19.772661357162654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.7, 'e': 6.9986842473614964e-06}",25,11,22.998826954672033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7, 'e': 6.961800600107212e-06}",25,8,27.675347784190542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.7, 'e': 6.925207756232687e-06}",25,15,19.719682491699558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.7, 'e': 6.888902666694223e-06}",35,20,29.42518839057278,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7, 'e': 6.852882322304762e-06}",35,18,30.583525363424158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7, 'e': 6.817143753110322e-06}",25,7,30.456906722470144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.7, 'e': 6.781684027777777e-06}",30,12,36.527405165678736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7, 'e': 6.7465002529937596e-06}",25,15,16.037910103936575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.7, 'e': 6.71158957287444e-06}",25,11,22.85504819575745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7, 'e': 6.676949168385981e-06}",25,16,17.965399236530466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7, 'e': 6.642576256775428e-06}",25,10,26.857928630270777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.7, 'e': 6.608468091011823e-06}",25,8,22.161002099328197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7, 'e': 6.574621959237344e-06}",20,1,22.73887557839704,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.7, 'e': 6.541035184228256e-06}",20,11,17.717232218861103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7, 'e': 6.507705122865473e-06}",20,5,23.54379787708192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.7, 'e': 6.47462916561454e-06}",20,13,13.393991605631987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.7, 'e': 6.441804736014842e-06}",25,0,38.42864480297424,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.7, 'e': 6.409229290177856e-06}",25,14,17.15680225309624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.7, 'e': 6.376900316294256e-06}",20,8,18.74540892350185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7, 'e': 6.344815334149699e-06}",25,13,18.318983365003497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.7, 'e': 6.312971894649125e-06}",20,6,25.707602568034044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7, 'e': 6.281367579349376e-06}",20,10,12.56126210737382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.7, 'e': 6.25e-06}",25,20,10.471657763150573,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7, 'e': 6.218866798092052e-06}",25,7,25.009398930454502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.7, 'e': 6.187965644414742e-06}",25,14,18.861183448881246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.7, 'e': 6.157294238619781e-06}",25,11,26.30108012199247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.7, 'e': 6.126850308793255e-06}",30,17,22.53608322758905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7, 'e': 6.0966316110349035e-06}",25,19,10.161645853730235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.7, 'e': 6.066635929044626e-06}",25,8,28.154006501020405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7, 'e': 6.036861073716111e-06}",25,13,24.60000866489709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7, 'e': 6.007304882737409e-06}",20,6,22.870775646867095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.7, 'e': 5.977965220198349e-06}",20,9,22.87967907196599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.7, 'e': 5.9488399762046405e-06}",30,16,27.27687581407651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.7, 'e': 5.919927066498541e-06}",25,11,24.773967114420802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7, 'e': 5.891224432085965e-06}",20,8,24.00496817240772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7, 'e': 5.8627300388699e-06}",20,16,9.588139068642505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.7, 'e': 5.834441877290019e-06}",25,8,28.85189966015922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.7, 'e': 5.8063579619683555e-06}",30,19,21.669556075625202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.7, 'e': 5.778476331360947e-06}",20,12,17.885896100942023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7, 'e': 5.750795047415305e-06}",20,6,25.851699926211964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.7, 'e': 5.7233121952336254e-06}",25,15,19.121061596406456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.7, 'e': 5.696025882741611e-06}",25,13,17.73728758688321,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.7, 'e': 5.668934240362812e-06}",20,11,17.561865115357215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.7, 'e': 5.6420354206983716e-06}",30,13,20.674109140437015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.7, 'e': 5.61532759821208e-06}",20,12,15.988823559911747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 5.5888089689206334e-06}",30,20,13.732594568647439,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 5.562477750089e-06}",20,16,7.751852278962292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7, 'e': 5.536332179930796e-06}",20,9,20.350321286489077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7, 'e': 5.510370517313584e-06}",30,19,20.73702375015131,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.7, 'e': 5.484591041468993e-06}",20,11,16.98474357589403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 5.458992051707573e-06}",20,2,33.02027010343125,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.7, 'e': 5.433571867138301e-06}",25,11,27.897655928626968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7, 'e': 5.408328826392644e-06}",25,13,18.818914179632632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7, 'e': 5.383261287353104e-06}",30,15,24.914589664385325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.7, 'e': 5.358367626886145e-06}",30,19,22.63020867523759,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7, 'e': 5.333646240579448e-06}",20,6,24.595492098955262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.7, 'e': 5.309095542483383e-06}",25,17,13.402147230404992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 5.2847139648566525e-06}",25,8,30.32373095576799,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7, 'e': 5.2604999579160005e-06}",25,11,20.447475376803315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.7, 'e': 5.236451989589934e-06}",25,16,18.11542248333933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7, 'e': 5.21256854527637e-06}",20,3,18.158599210535378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7, 'e': 5.188848127604153e-06}",20,5,18.311162217334992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7, 'e': 5.1652892561983475e-06}",20,11,16.88228153881466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.7, 'e': 5.141890467449262e-06}",25,15,14.336477475640157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7, 'e': 5.11865031428513e-06}",25,13,15.155878438212119,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7, 'e': 5.095567365948362e-06}",25,8,35.31293870618806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.7, 'e': 5.072640207775343e-06}",20,12,12.581990809745694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 5.049867440979674e-06}",20,11,18.142192874391718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.7, 'e': 5.027247682438818e-06}",20,9,19.94631022704152,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7, 'e': 5.004779564484083e-06}",35,17,34.561555158700415,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7, 'e': 4.982461734693877e-06}",25,18,15.167193069583996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.7, 'e': 4.9602928556902e-06}",30,12,31.825621566690792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.7, 'e': 4.938271604938272e-06}",20,16,7.06419852186501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7, 'e': 4.9163966745492895e-06}",30,7,35.725534628065304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 4.894666771086224e-06}",25,19,12.75693355819956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7, 'e': 4.8730806153726205e-06}",20,9,21.937084668002548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.7, 'e': 4.851636942304334e-06}",20,14,10.411211955720725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 4.830334500664171e-06}",20,9,24.244590219468837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 4.809172052939366e-06}",20,0,21.19382676053546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.7, 'e': 4.788148375141849e-06}",20,11,16.481615775851452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7, 'e': 4.767262256631262e-06}",25,8,19.650954839478604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7, 'e': 4.746512499940669e-06}",20,11,13.690746240820728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7, 'e': 4.7258979206049145e-06}",20,7,16.091489644722316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.7, 'e': 4.705417346991592e-06}",20,8,23.678044321296234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.7, 'e': 4.685069620134555e-06}",30,17,20.73636915829572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.7, 'e': 4.664853593569966e-06}",30,18,22.279403750738105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.7, 'e': 4.6447681331747915e-06}",35,23,19.77729892893219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7, 'e': 4.624812117007747e-06}",25,7,27.478790472568516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.7, 'e': 4.6049844351526094e-06}",20,6,22.591876519549665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.7, 'e': 4.585283989563894e-06}",20,7,23.076868846738606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.7, 'e': 4.565709693914822e-06}",20,10,19.524263600210734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.7, 'e': 4.5462604734475655e-06}",20,16,8.70793680072768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.7, 'e': 4.526935264825713e-06}",20,6,24.615353355377845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.7, 'e': 4.507733015988929e-06}",20,13,12.821836067250466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 4.4886526860097676e-06}",20,8,20.80541826103153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.7, 'e': 4.469693244952599e-06}",20,0,34.12775276385179,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.7, 'e': 4.450853673734622e-06}",30,18,22.214942352328197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.7, 'e': 4.43213296398892e-06}",20,0,16.343040453693373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.7, 'e': 4.413530117929525e-06}",20,10,20.029079411025975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.7, 'e': 4.395044148218469e-06}",20,14,11.55998781855206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.7, 'e': 4.376674077834772e-06}",30,13,30.371166807259648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.7, 'e': 4.358418939945345e-06}",20,6,24.67480684781209,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.7, 'e': 4.340277777777778e-06}",25,8,25.11853980862094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.7, 'e': 4.322249644494967e-06}",20,6,23.06338301373489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.7, 'e': 4.304333603071572e-06}",20,10,17.506429596666855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.7, 'e': 4.286528726172258e-06}",20,0,21.754769527434874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.7, 'e': 4.2688340960316914e-06}",25,11,21.560159389959853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.7, 'e': 4.251248804336273e-06}",25,9,27.194060347752675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.7, 'e': 4.233771952107571e-06}",30,18,19.60619639997028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.7, 'e': 4.216402649587425e-06}",25,8,29.599689845223423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.7, 'e': 4.199140016124697e-06}",25,17,16.1176429136136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.7, 'e': 4.18198318006365e-06}",20,14,12.591830346752127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.7, 'e': 4.164931278633902e-06}",20,3,18.71766776012367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.7, 'e': 4.14798345784197e-06}",25,4,34.46809143585893,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.7, 'e': 4.131138872364333e-06}",25,10,22.233682265949874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.7, 'e': 4.114396685442031e-06}",20,14,13.00939927018265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.7, 'e': 4.097756068776738e-06}",25,10,27.013173112919223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.7, 'e': 4.0812162024283235e-06}",20,0,32.23669633690208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.7, 'e': 4.06477627471384e-06}",20,8,16.971419399930948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.7, 'e': 4.04843548210794e-06}",25,7,25.934006322585656,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.7, 'e': 4.032193029144691e-06}",20,11,11.946171676929543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.7, 'e': 4.01604812832077e-06}",20,9,16.7640354299911,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.7, 'e': 4e-06}",30,23,14.941045906926806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.7, 'e': 3.9840478723192335e-06}",35,27,16.61814503731519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.7, 'e': 3.968190981095538e-06}",25,11,30.07841588210134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.7, 'e': 3.9524285697346734e-06}",25,13,23.929008410678506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.7, 'e': 3.936759889140842e-06}",20,11,18.83178149584361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.7, 'e': 3.921184197627684e-06}",20,15,8.504445383688614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.7, 'e': 3.905700760830508e-06}",20,13,9.851150622422384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.7, 'e': 3.89030885161973e-06}",25,0,30.354230030822453,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
508,False,"{'a': 0.7, 'e': 3.8750077500155e-06}",30,13,28.704330557433718,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.7, 'e': 3.859796743103508e-06}",20,12,14.756851149300175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.7, 'e': 3.844675124951942e-06}",20,8,23.00748556630831,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.7, 'e': 3.8296421965295784e-06}",30,20,16.46712306539654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.7, 'e': 3.814697265625e-06}",20,8,15.477083315787493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.7, 'e': 3.7998396467669062e-06}",20,0,33.58767345457759,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.7, 'e': 3.785068661145513e-06}",25,19,6.964205459863158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.7, 'e': 3.7703836365350176e-06}",30,14,36.30263584116268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.7, 'e': 3.7557839072171143e-06}",25,3,35.164189471677155,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.7, 'e': 3.741268813905548e-06}",25,8,29.123094767723277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.7, 'e': 3.7268377036716803e-06}",25,15,16.559838037079523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.7, 'e': 3.712489929871065e-06}",20,9,18.046832633463808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.7, 'e': 3.698224852071006e-06}",20,14,12.356686067224521,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.7, 'e': 3.6840418359790892e-06}",20,12,12.831637374518229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.7, 'e': 3.669940253372675e-06}",30,15,22.803012309646242,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.7, 'e': 3.655919482029328e-06}",30,19,22.839392630797597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.7, 'e': 3.6419789056581785e-06}",25,11,18.78077543410705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.7, 'e': 3.6281179138321994e-06}",20,5,30.628421865698506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.7, 'e': 3.614335901921381e-06}",20,6,26.495902762659487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.7, 'e': 3.6006322710267922e-06}",25,11,25.789755087993196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 3.5870064279155188e-06}",25,9,29.655847375832845,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.7, 'e': 3.5734577849564572e-06}",25,5,33.16777263560878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.7, 'e': 3.55998576005696e-06}",20,6,21.29165452225662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.7, 'e': 3.54658977660031e-06}",25,11,24.604796121831388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.7, 'e': 3.533269263384024e-06}",25,5,33.8961041708298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.7, 'e': 3.5200236545589585e-06}",25,8,28.128120956469683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.7, 'e': 3.5068523895692182e-06}",20,8,21.800741350377926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.7, 'e': 3.4937549130928464e-06}",20,0,24.181214796656292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.7, 'e': 3.4807306749832927e-06}",20,6,24.665029059987038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7, 'e': 3.4677791302116388e-06}",20,4,29.731364046351427,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7, 'e': 3.4548997388095795e-06}",20,9,21.70373698021185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.7, 'e': 3.4420919658131427e-06}",20,15,7.035113975913021,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.7, 'e': 3.429355281207133e-06}",30,20,21.600496930252177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.7, 'e': 3.4166891598703026e-06}",20,9,14.708967354861112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.7, 'e': 3.4040930815212212e-06}",20,9,17.847654564006838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
